RA,Dec,$F_{abs}$,$F_{unabs}$,flux_abs_err,flux_unabs_err,log($L_{abs}$),log10($L_{unabs}$),lumi_abs_err,lumi_unabs_err,Broad S/N,Detected in bands
199.7241768,-21.0583777,5.097666920316112e-16,6.350649443017549e-16,2.151005392062091e-16,2.6797123877563533e-16,36.21067256614914,36.30611925099859,0.15288701181316355,0.15288701181316355,2.369899647452377,"['hard', 'medium', 'soft']"
199.7115944,-21.0131466,1.2433631388750841e-15,1.5489759430723958e-15,3.4648587788972237e-16,4.316504749779458e-16,36.597899098726366,36.69334578357582,0.10675789462715812,0.10675789462715102,3.5884958614989064,"['hard', 'medium', 'soft']"
199.746244,-21.0427062,3.730539786786727e-14,4.647488898243436e-14,1.818229888290009e-15,2.26514223228825e-15,38.075072786899256,38.170519471748705,0.020667441967368916,0.020667441967368916,20.517426376128864,"['hard', 'medium', 'soft']"
199.7211894,-21.0653469,3.457009289443065e-16,4.306725892782867e-16,1.769008937169848e-16,2.2038230031777178e-16,36.0420016572817,36.13744834213115,0.17947037351768813,0.17947037351769524,1.9542067972668173,"['medium', 'soft']"
