x	y	aper	diag	Ha	Hb	OIII	SII	NIIa	SIIa	SIIb	NII	dens_5000.0	dens_10000.0	dens_30000.0	dens_50000.0	vel
819.0112	103.146	2.806	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	5.296067451420398e-17	1.0764627311222447e-17	2.327602188196505e-17	2.2959899817293125e-17	1.0615892536482115e-17	1.310544755675266e-17	9.854452260540465e-18	1.4205887803704313e-17	102.8145584641052	123.15459290632099	113.42186641212268	118.50093029739635	136.05625089978116
420.5184	90.9665	2.7253169	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	3.079766013084952e-17	7.002467073982607e-18	1.0979887079330983e-17	1.7577752009813224e-17	8.134717716482732e-18	1.095765476985197e-17	6.620097239961255e-18	1.0885649680234414e-17	nan	nan	nan	nan	122.45083693859335
693.465	90.4183	2.364	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.8838633757457008e-17	7.134839065398037e-18	6.2691861107174e-18	7.750016612828577e-18	2.8386082668060952e-18	4.725404184477766e-18	3.0246124283508105e-18	3.798545474941083e-18	nan	nan	nan	nan	263.15078631112823
737.4093	177.727	4.538	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	4.109042699441347e-16	1.2406613376449226e-16	9.603467869558451e-17	1.7099986040484035e-16	9.979160050626167e-17	9.826424202203238e-17	7.273561838280796e-17	1.3353830360210185e-16	85.31678524172806	99.45391383925511	76.46664874780345	70.05225445653043	122.24084473615542
745.7562	116.7578	3.519	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	8.504290863360037e-17	2.1544053277230703e-17	3.3202111931477256e-17	2.90857697600359e-17	1.764443723300251e-17	1.7320790187696775e-17	1.1764979572339125e-17	2.3611287965674764e-17	1.8873918221350972	nan	nan	nan	136.10966711583234
698.3035	97.0152	2.31	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.2153719993498999e-17	7.026367398488318e-18	5.994415337463156e-18	7.460439168127615e-18	2.295142573916628e-18	4.385168589758655e-18	3.075270578368961e-18	3.071295021734387e-18	31.83997012733622	25.576893801534162	nan	nan	174.96540087677087
742.6705	140.8409	3.531	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.018744860500814e-16	3.461924604004183e-17	1.7957449470832607e-17	5.3378962952094675e-17	1.862645169150015e-17	3.180592399860321e-17	2.1573038953491468e-17	2.4925392000836352e-17	1.0	nan	nan	nan	176.00411188979683
935.3082	105.8788	2.768	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	2.1208297452869356e-17	3.8044499014492155e-18	3.55579942114085e-18	8.862528802987904e-18	3.5156221398348816e-18	5.428100898308312e-18	3.4344279046795916e-18	4.704506333978314e-18	nan	nan	nan	nan	267.1973917782753
691.3411	105.5429	2.183	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.3088594837605196e-17	3.763204288884157e-18	4.9299547169237025e-18	5.6263781989060675e-18	1.1404537078222075e-18	3.735657130582149e-18	1.890721068323919e-18	1.52612296733079e-18	nan	nan	nan	nan	653.2688574190284
946.3658	133.7488	4.754	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	4.7593259048566176e-17	1.590980452330761e-17	5.103298767749665e-18	3.399233766738567e-17	1.0615738926382063e-17	1.9916231637496257e-17	1.4076106029889415e-17	1.420568224700342e-17	38.777965313630894	35.52508103782977	nan	nan	112.57392058145146
672.0508	150.4674	3.357	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.2463270697367042e-16	4.791256540739337e-17	2.4180610089174624e-17	8.294339073030143e-17	3.6961306928641043e-17	4.7630962743342607e-17	3.531242798695883e-17	4.946057785552435e-17	87.20612074929505	102.50440943940433	79.89084732933348	76.46664874780345	101.17344567130954
513.7058	132.2625	3.734	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	4.479514831632576e-17	1.0074553128549622e-17	7.889683915852675e-18	3.452029048659241e-17	1.0625114711447422e-17	2.0729151220912916e-17	1.3791139265679494e-17	1.421822865798605e-17	nan	nan	nan	nan	108.06540498350107
324.9515	143.3304	5.8037604	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	5.956187687455222e-16	1.5004337881182116e-16	1.8969172096648893e-16	6.130561538815924e-16	2.388520943735453e-16	3.550895391154982e-16	2.579666147660942e-16	3.196251321016842e-16	67.04974743148651	73.18921461198543	33.265773171295514	12.689610031679221	80.07686489357249
528.5955	143.14	2.768	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.8863006091095942e-16	4.034792139665729e-17	1.6451996492031094e-16	1.8398446585757707e-16	6.665168792306348e-17	9.853988314809108e-17	8.544458270948598e-17	8.919140781697463e-17	282.4496220851239	370.14423269042226	514.1126191493918	644.8567982261245	141.35708773913143
525.39275	191.7025	6.2090823	['' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	2.1256828159722085e-15	5.926443290793523e-16	1.7058939806887658e-15	3.9422597724736526e-16	3.582934687819706e-16	2.2456090631811546e-16	1.6966507092924985e-16	4.794582086079959e-16	108.56049609166693	130.43071781005716	126.5491449784114	138.13672512715183	304.6468712029446
854.2067	187.1242	5.6	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.0978371202361245e-16	3.5979199765596783e-17	7.255868991334061e-17	5.269264554807876e-17	2.2107342571221815e-17	2.8754034672847555e-17	2.3938610875231204e-17	2.9583421942673904e-17	226.03519311559793	292.4352812676792	386.7193981683848	480.32673303078116	168.54216298308427
675.957	177.4764	3.001	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	9.761582274032109e-17	3.474946426673859e-17	2.407073557192276e-17	6.256955690275025e-17	2.917505461730022e-17	3.8156948633188985e-17	2.4412608269561267e-17	3.904123474649027e-17	nan	nan	nan	nan	105.05635804726757
679.4484	142.3307	2.343	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.8826280453887556e-17	8.863460562331811e-18	6.430989351413464e-18	9.888672599724837e-18	4.632800819542981e-18	7.093924666417805e-18	2.7947479333070304e-18	6.199483315525919e-18	nan	nan	nan	nan	123.25268624369383
847.8205	159.8241	7.9314323	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	4.460995639146827e-16	1.4770152446771584e-16	1.002258445955412e-16	1.9849751957891569e-16	1.0341794084023811e-16	1.172884381975075e-16	8.120908138140821e-17	1.383909698989282e-16	19.665182383298276	9.338421748309242	nan	nan	121.84171731634926
656.7667	167.7697	3.133	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	5.857986508976384e-17	2.035513502908916e-17	1.64073432249678e-17	2.729268527277456e-17	1.5038149187262152e-17	1.5513666969605947e-17	1.1779018303168613e-17	2.0123626854309326e-17	113.42186641212268	138.13672512715183	138.13672512715183	150.78533191282756	118.22188265396153
574.8372	210.7645	5.2013503	['' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	2.305465476733582e-15	6.447259236182489e-16	2.6773241863358124e-15	3.850498376946473e-16	4.493824281298835e-16	2.2687612855206914e-16	1.5817370914257817e-16	6.013508834071926e-16	26.722234481547595	18.414525102373158	nan	nan	205.13949762134484
258.176	158.0705	3.6793567	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	2.008345918210536e-17	8.523873419538911e-18	2.8071214744049065e-17	1.498348770416944e-17	5.5046523729841596e-18	8.476607193024205e-18	6.506880511145236e-18	7.366170460022481e-18	126.5491449784114	154.9414794734376	164.59211914234524	187.7085036595387	197.95862603817244
690.192	191.4481	3.979	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	6.410774145260838e-17	2.1114559373115388e-17	1.6889567548362137e-17	3.49688584197886e-17	1.4977468063985114e-17	2.3536173515509797e-17	1.1432684904278803e-17	2.0042425087607748e-17	nan	nan	nan	nan	116.9047886207556
206.95	184.134	5.2490578	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	3.7766189283024174e-16	1.0835532420149303e-16	2.3603411045637335e-16	1.2713338706546538e-16	7.417251277042489e-17	7.501314179859877e-17	5.21202452668666e-17	9.925556338427772e-17	23.95026619987486	12.689610031679221	nan	nan	155.04965089152972
280.4829	175.3684	4.36	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	7.877826187338762e-17	2.074963180233526e-17	5.834787230007446e-17	2.792798765734252e-17	1.439752797018267e-17	1.6748021401657578e-17	1.1179966255684939e-17	1.9266365620434826e-17	nan	nan	nan	nan	178.08758797305904
526.7169	168.0959	3.3742563	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	3.78818130121228e-17	6.806146545173724e-18	1.1338127623390346e-16	3.8681158442156475e-17	3.6022633504145094e-17	2.3694844747385867e-17	1.4986313694770605e-17	4.820447156894665e-17	nan	nan	nan	nan	344.7450941563346
884.3501	170.807	3.323	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	2.4201620083374236e-17	4.762304507544931e-18	4.297009333361389e-18	1.4915638285022974e-17	3.970306124454555e-18	9.547691682928052e-18	5.367946602094921e-18	5.312951610666157e-18	nan	nan	nan	nan	270.6837054946441
508.69464	203.05048	5.3640534	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	4.600334763330853e-16	1.808391864716717e-16	1.646797241728893e-15	1.064764769452493e-16	9.966569628206219e-17	6.226740361232019e-17	4.4209073332929105e-17	1.3336982212239178e-16	44.22419421970041	42.32870270623382	nan	nan	410.5092910072179
936.8725	205.6372	5.0420214	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.5882991251598508e-15	4.519546930081251e-16	3.3950539791035204e-16	7.578558478730265e-16	3.6516988481950695e-16	4.410048684032787e-16	3.1685097946974765e-16	4.886600344917012e-16	55.053480449463954	57.518791179702525	8.938168007446126	nan	119.91278886371798
1159.3676	841.0133	4.8904485	['' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	1.6981999369806625e-16	1.882306265706793e-17	7.996393143314678e-17	3.475391536424169e-17	1.974137790784969e-17	2.0081711149116672e-17	1.467220421512502e-17	2.6417354799483753e-17	73.18921461198543	81.47520508074703	45.20353656360243	31.83997012733622	323.5526885095866
452.77808	826.41885	13.82347	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	5.050818467244759e-15	1.523189852018685e-15	5.068566315204153e-15	1.6322752360030617e-15	1.283792699666637e-15	9.655337600752578e-16	6.667414759278041e-16	1.7179351610808987e-15	17.625260839407403	6.7233575364993365	nan	nan	242.97066094938384
281.21409	833.13673	3.3946231	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	8.023043034120636e-18	1.7032503055197484e-17	1.3181316789389201e-17	9.898079790953033e-18	2.718723726166081e-18	4.261646295467499e-18	5.636433495485535e-18	3.63811936589015e-18	1439.2792538350525	1933.7467926552083	2958.509885273532	3801.671427002489	175.86338354697386
1144.8058	829.3061	1.896	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.003518705829947e-17	2.2661245802811435e-18	2.8973289609065315e-18	5.189948659181184e-18	1.852488648181877e-18	3.362080181651829e-18	1.827868477529355e-18	2.4789480303488715e-18	nan	nan	nan	nan	161.84519860482925
525.96324	818.21806	5.6765462	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	7.60509984097962e-17	2.4602071537036752e-17	2.3532928860233768e-17	4.228188193063114e-17	2.9032466798937304e-17	2.5766368251770673e-17	1.651551367886047e-17	3.8850427751894444e-17	nan	nan	nan	nan	103.16969794936377
489.8305	810.2429	4.0701467	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	7.567861587830703e-17	1.1984881436637178e-17	1.645356399393916e-17	3.7250419687731524e-17	1.7180822471524096e-17	1.8286942750965308e-17	1.896347693676622e-17	2.2990891775427916e-17	612.5734151126721	820.5416287681747	1231.8947921886543	1579.3963246440687	119.6409545159189
537.57393	771.51425	6.753	['SII-NII' '' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	7.470342357951376e-16	2.054406399690154e-16	1.2433488691077745e-16	4.465050188786763e-16	2.3150854143972766e-16	2.795707645361062e-16	1.6693425434257006e-16	3.0979819680633617e-16	nan	nan	nan	nan	101.50333675922344
326.7588	771.8405	3.737	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' 'SII-Ha']	1.257455083877896e-17	4.848656638714683e-18	2.1191071138420438e-17	6.7418986897384545e-18	9.209266727164704e-18	5.1139529483172005e-18	1.6279457414212538e-18	1.232358084173316e-17	nan	nan	nan	nan	217.85081217166933
725.0129	761.459	5.1907946	['' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	8.425425309392938e-17	1.9557119121260223e-17	2.634185942494369e-16	5.456872029965043e-18	2.34559107743977e-17	4.7415205525265805e-18	7.15351477438462e-19	3.138803785453658e-17	nan	nan	nan	nan	nan
334.4203	760.783	2.8645113	['SII-NII' 'NII-OIII' 'SII-OIII' 'NII-SII-OIII' '']	3.654882026828966e-17	8.651232346515994e-18	2.1394918363744454e-17	1.3306951848738808e-17	7.75655724862898e-18	7.718033375826916e-18	5.5889184729118914e-18	1.0379606014130488e-17	62.785548240504255	70.05225445653043	26.722234481547595	3.562247890262442	150.96533606884486
