#OIII_Hb SII_Ha NII_Ha_both V
-0.6969336020764895 1.291754296381703 0.10323922914770392 71.0
-0.6191739431636588 1.2847442881784337 0.10247802487270351 71.0
-0.5381264671649241 1.2769187041708892 0.10228270788121377 71.0
-0.45739862224685135 1.2683310123283196 0.10306537754065848 71.0
-0.3745743590671618 1.2584732712971773 0.10484946211968514 71.0
-0.3051053678788421 1.248396136434478 0.10803661520042789 71.0
-0.23333438378269028 1.2377710459234859 0.11236838320364805 71.0
-0.16630478585512784 1.2261805374063313 0.11789013593789793 71.0
-0.10618277603253695 1.240165830853979 0.12407005925567505 71.0
-0.04692683298899159 1.227375285191501 0.13061502162058095 71.0
0.0014308122463983271 1.214658986933421 0.13757243288156787 71.0
-0.1741067314357148 1.2311701270177873 0.08544747730969435 71.0
-0.1205714991635609 1.24499788953709 0.08777266170716534 71.0
-0.06289352851869663 1.2328327826329903 0.09117149540954185 71.0
-0.013492504602511647 1.2204285462356634 0.0949661249644074 71.0
0.036987997806905995 1.2077758456956913 0.09916622333507123 71.0
0.07842056491399998 1.220565064734494 0.10269608681526458 71.0
0.1152109767041682 1.2059203969101804 0.10588727089453144 71.0
0.14863349848934937 1.1921141207841588 0.10835668642864578 71.0
0.18418019534725874 1.204188327054823 0.11059543373001665 71.0
0.20911270373859192 1.1887845136325845 0.11217621833011586 71.0
0.2304233738926403 1.1723859278084978 0.11446485850455618 71.0
-0.11552750421726897 0.34439018475768574 -0.20808470552201197 71.0
-0.05820542415319682 0.33976117203433065 -0.20770975791651525 71.0
-0.007508339296621524 0.3343566911140283 -0.20745952986276514 71.0
0.044970705292769225 0.3286816568708348 -0.2068026758079593 71.0
0.0860749539955253 0.32276673733776257 -0.20557497507690456 71.0
0.12609892328860423 0.3171647872162993 -0.20515201305292463 71.0
0.15914592785404733 0.31149310693039056 -0.2047639345223667 71.0
0.19719782748780304 0.30591415924724696 -0.2048170437681268 71.0
0.22667722078455535 0.30019990365372484 -0.20623121780314885 71.0
0.26391998305577236 0.29447976144314564 -0.20601389198391112 71.0
-0.05605559421465067 0.33960727033565913 -0.20681188524572042 71.0
-0.005854486965495688 0.3350364580051224 -0.20621488043971326 71.0
0.04641711698399 0.33016526908453636 -0.20493849996985497 71.0
0.08746196617181921 0.32455451906177524 -0.2036209827781456 71.0
0.12684544064918477 0.31929739023551096 -0.2029581581912217 71.0
0.16211614106236832 0.314008958642114 -0.2030718049185367 71.0
0.1982170722441348 0.3079776720529621 -0.2033770422191134 71.0
0.22732098254884456 0.30262413867595594 -0.20473325747317977 71.0
0.2635650609608573 0.2971840781646052 -0.20447204231751698 71.0
-0.004097292219807034 0.3345423867348583 -0.20548903582455894 71.0
0.048130927028967437 0.3302975896989786 -0.2040962263301564 71.0
0.0893751608160997 0.32456434265140477 -0.20299852048083522 71.0
0.12820534396267388 0.31919570255386953 -0.20255754126707753 71.0
0.16396598295488352 0.3145989239078816 -0.20204122514957856 71.0
0.20098721916316625 0.3094605012589937 -0.20151579089674607 71.0
0.2278610059550132 0.30470079544552264 -0.20264591481848632 71.0
0.2655253352190738 0.29812100103079225 -0.20413187222352283 71.0
0.050379756261457784 0.3301403916002097 -0.20341659456041128 71.0
0.09057545522220171 0.3249815667294897 -0.2025961885431566 71.0
0.12888370209977323 0.31949049133908547 -0.20173848067289096 71.0
0.16473938429143237 0.31450407281148696 -0.20201813502904253 71.0
0.20164288183822512 0.3094592215612741 -0.20122914426620536 71.0
0.22996326197942932 0.3047973720723747 -0.20201150917682273 71.0
0.2510782644840018 0.29968463185661764 -0.2023778482039912 71.0
0.09303625294516314 0.3252179541782861 -0.2019779544750365 71.0
0.13010852036093645 0.31961218408628567 -0.20108288633838625 71.0
0.16512556908822865 0.3147307159093986 -0.20125037255953968 71.0
0.2023248128295484 0.30963201549145597 -0.20124839245384513 71.0
0.23014225231864185 0.30466519384530805 -0.20188057825398098 71.0
0.2511513431753546 0.30001219702166443 -0.20241833295167297 71.0
0.13071963656295224 0.31950820028593147 -0.2005385849142418 71.0
0.16545207283192875 0.31486915022318424 -0.20069275406101644 71.0
0.2022975561387996 0.31015665847638924 -0.2006449054001748 71.0
0.2300144096042562 0.3048832069721242 -0.20142003652348545 71.0
0.2510782644840018 0.30015812262494945 -0.2022962328058294 71.0
0.16565972020949343 0.31491876389651285 -0.20014393769935912 71.0
0.20306009759596094 0.3103554763399549 -0.20014602853800081 71.0
0.22973302309457827 0.30521145492032964 -0.20090376170689536 71.0
0.25112698497787195 0.3005542947740519 -0.2017541411070734 71.0
0.202787915033841 0.31065163322981576 -0.19942624789745675 71.0
0.229425847920695 0.3053972746851879 -0.2003864511799157 71.0
0.2508102040259818 0.3007661331990776 -0.20134244301209947 71.0
0.22901594276340975 0.3056445736146153 -0.19993615882273486 71.0
0.2502003596789908 0.30120424382691885 -0.20064910651379445 71.0
0.24973630456883328 0.30130517685425956 -0.20029854613542408 71.0
-0.10471561031038241 0.4050314069473132 -0.27391672823973257 71.0
-0.04778894189133094 0.39881383388957864 -0.2730813429938195 71.0
0.0023388808920564892 0.392320734227524 -0.2722213306196505 71.0
0.05468964294997992 0.38497225951844466 -0.2707689664107322 71.0
0.09461086303213702 0.3761786176381202 -0.26956218606578364 71.0
0.13408143746251155 0.3671004344030985 -0.2689945652692704 71.0
0.16714003550835776 0.35825760959679925 -0.2682983817623908 71.0
0.20468962042036046 0.34730586525060264 -0.26804994030219387 71.0
0.23375736296551045 0.33708500553004384 -0.2688796717128318 71.0
0.27000300010505945 0.3265718332510341 -0.2682102475483984 71.0
-0.045496992013284776 0.4014381905781959 -0.2722148272135393 71.0
0.005223424858135984 0.3948892397129757 -0.2715148708855576 71.0
0.05637117947552879 0.3879816495212453 -0.27003686960278206 71.0
0.09645811171745333 0.3807414684572736 -0.2687282513504066 71.0
0.13535530940877488 0.3721073107804264 -0.2684284878769444 71.0
0.16826171018287536 0.3641527525566243 -0.2675152321518834 71.0
0.20517728738827415 0.35396286596335663 -0.26727394067715593 71.0
0.23393479673068454 0.3444892254878435 -0.26791568231029456 71.0
0.2699563519329519 0.33406147509655437 -0.2675540401970123 71.0
0.00715010536668475 0.39683846331496914 -0.27069713892464253 71.0
0.05778017679458176 0.39157697368078564 -0.2691243680638615 71.0
0.09770838058162983 0.38446356483965444 -0.2683221700513917 71.0
0.13621306551302495 0.3762007603321858 -0.26760568190372613 71.0
0.17163870853081864 0.36839936305128823 -0.2668936703015433 71.0
0.20844135643856737 0.3599683266288555 -0.26656142726693133 71.0
0.23454259131152852 0.35098620499544864 -0.2674239609526555 71.0
0.27098145606233204 0.34179298914374007 -0.266851807229916 71.0
0.059449812507960886 0.39146894620485284 -0.26880128106636186 71.0
0.09909335977309966 0.386910261469224 -0.26754985819698746 71.0
0.13706913083940842 0.3796534526779517 -0.2668216138184567 71.0
0.172690481755848 0.37227638862256385 -0.2667257644939956 71.0
0.20884428934073798 0.36422565800401935 -0.2665056107347845 71.0
0.2364868763755911 0.3561156497818289 -0.26684013950569063 71.0
0.25767857486918455 0.3470402358994746 -0.2671819090667149 71.0
0.10126578499133501 0.3862234293247824 -0.2671766330698992 71.0
0.13855530511358247 0.38048875635090196 -0.2664027670795455 71.0
0.17318626841227402 0.37501953511093794 -0.2661097442559219 71.0
0.20967583457109454 0.36866367307576076 -0.26581078318898926 71.0
0.23699046465314766 0.36092399038388917 -0.2663724958271994 71.0
0.2578225160344761 0.35243786357480344 -0.26692358791951903 71.0
0.13934375615237507 0.380024224478731 -0.26644409253636175 71.0
0.1735941387546328 0.3751939625664826 -0.26564881514766064 71.0
0.2098098057853794 0.37076102833785335 -0.26523911358859353 71.0
0.23699046465314766 0.36435318182003745 -0.26586440234924297 71.0
0.25789446873080024 0.35629127382630066 -0.2665885614392352 71.0
0.17403071803802544 0.3745911724985642 -0.2653718693432544 71.0
0.21034527775001985 0.3702515284534504 -0.26493155732520635 71.0
0.23696529910297962 0.36518255878853856 -0.2655873546895395 71.0
0.25791845031405847 0.3598886027474097 -0.2660731944154125 71.0
0.21085336531489318 0.3694365154559606 -0.26491703924261256 71.0
0.23683944947391408 0.36462608420985976 -0.26534832850667295 71.0
0.2578465015911554 0.36009885591594337 -0.26558215975546307 71.0
0.23663801418185046 0.36438961825726157 -0.2654575861409946 71.0
0.2576545800360669 0.35957163156652316 -0.26553882598531736 71.0
0.2572464649073713 0.3594001499627836 -0.26526180135196126 71.0
-0.09376195786865403 0.7328581590169093 -0.27765088260097637 71.0
-0.03882578825713144 0.7288740255071342 -0.27628641783089347 71.0
0.009408399151866817 0.7237419495960565 -0.27389053890691967 71.0
0.06099985321828844 0.7195900613763891 -0.271829800486432 71.0
0.10085282665730103 0.7045722284895438 -0.27008507881633753 71.0
0.13965873620817743 0.6802671759537045 -0.26835336650702485 71.0
0.17204803418025563 0.65585989386656 -0.2675853173126632 71.0
0.209702632120352 0.6333678464696797 -0.26705445408773765 71.0
0.23631048243233108 0.6089090585669822 -0.26718814657658896 71.0
0.2738343180005589 0.5858629643894366 -0.2666232059783353 71.0
-0.03580167519684465 0.7262020337697473 -0.2764156106739941 71.0
0.01258416391415078 0.7210943596812802 -0.273959521871818 71.0
0.0634084249759453 0.7168211756927015 -0.27195816660365657 71.0
0.1021935080397437 0.7111935475974746 -0.2697780028699054 71.0
0.14107332626747512 0.6959052041016167 -0.26800256935073175 71.0
0.1735941387546328 0.6731094628689166 -0.2668694225233341 71.0
0.20997051670934358 0.6481049303016387 -0.2665498516120277 71.0
0.2383221563755541 0.624793912881506 -0.2665003428259557 71.0
0.2736955879300921 0.6016618810839596 -0.26624199489480066 71.0
0.014772474073063747 0.718388185900362 -0.2740954509992543 71.0
0.0652808711027544 0.7141778618250432 -0.27200428929271103 71.0
0.10428220709443824 0.7083530982088657 -0.26990744591806043 71.0
0.1425146049993744 0.7034763982085568 -0.2682128019464714 71.0
0.17733445550570015 0.6890267484160144 -0.26656229521577124 71.0
0.2131191388114562 0.6654031238526457 -0.26580836710827027 71.0
0.2386231053847003 0.6455286592398934 -0.26588923654867797 71.0
0.27468884223755846 0.6223917175345575 -0.2655004288929733 71.0
0.06658679647069446 0.7105511114183528 -0.27167376056330333 71.0
0.10612287400665418 0.7061265339400611 -0.2700217088937264 71.0
0.14326468201122083 0.6999258752892884 -0.26834231257318414 71.0
0.17814206983774405 0.6957094089098164 -0.2667577182816247 71.0
0.21367710188229835 0.6815867640435604 -0.26561555524054686 71.0
0.24052428811236357 0.6630413040441959 -0.26540000188580076 71.0
0.2748733833703732 0.6382844453715235 -0.26513241518693115 71.0
0.10751522565146454 0.7036241952593728 -0.2702261454089272 71.0
0.14438737410193686 0.6972825168460228 -0.26847184363357074 71.0
0.17900570756482018 0.6930083107596842 -0.2670325905047519 71.0
0.2144464457183947 0.6884833709109399 -0.26550459841914553 71.0
0.2415962821540714 0.675205706636205 -0.26545892383906833 71.0
0.2620949646740632 0.6558565065577284 -0.26516552658781395 71.0
0.14597290280218117 0.6947380351261611 -0.2686928801258039 71.0
0.17978151583698326 0.6906969446134843 -0.26731391526655707 71.0
0.215082115013175 0.6859081597963418 -0.26576456587986813 71.0
0.24174565257064384 0.6819975342861903 -0.265400422202149 71.0
0.26185738562989797 0.6676512135791594 -0.2646731923199765 71.0
0.18049862323201202 0.6883762490182825 -0.2676116163011369 71.0
0.2155053782318184 0.6834561016759249 -0.26597084885644395 71.0
0.24196961191307326 0.6795137181759642 -0.26599751948459277 71.0
0.26195243284413167 0.6747090294190848 -0.26466057965071915 71.0
0.21650897818660042 0.6810975618038919 -0.26629853286796085 71.0
0.24214372270108275 0.6771967988182744 -0.26635564321361016 71.0
0.2621899599130056 0.6721850392336336 -0.26502693517351905 71.0
0.2419696119130732 0.6735302390801281 -0.26627967177092876 71.0
0.2621424648908778 0.6699197035752428 -0.26538671078231224 71.0
0.2621662130512065 0.6678361066906549 -0.26576168325107546 71.0
-0.12378215940835775 1.2380158597192783 0.08822378077913298 71.0
-0.06880156297368956 1.2439516111837206 0.09147814671497781 71.0
-0.021103100170238052 1.2268731174620666 0.09561198152086871 71.0
0.029464946638236 1.2320201130357518 0.10006140408235421 71.0
0.06911285138712091 1.2112834846104834 0.10338888674519846 71.0
0.10741349748814877 1.181390874973949 0.10425378450587336 71.0
0.13937526443997209 1.154847064367781 0.10536439116786481 71.0
0.1762938825387664 1.1177179407695097 0.1054420804095206 71.0
0.20314171911198572 1.097448896245258 0.10486696192216866 71.0
0.2403994657386411 1.0734474325493417 0.10445685459865911 71.0
-0.06638112769887049 1.2260910753664895 0.09159537115861212 71.0
-0.01854383347787341 1.2319482372175234 0.09522607110119334 71.0
0.03161041472348133 1.2370009655295973 0.0996743045454647 71.0
0.07073956284919837 1.219463935048994 0.10395032008359381 71.0
0.1083958730074622 1.1924666133699806 0.10620824831325898 71.0
0.14025656967741662 1.1701625504989277 0.10824018656748349 71.0
0.17716119972604732 1.141815535984949 0.10756372929552342 71.0
0.20525851200405967 1.1197653058514552 0.10731259027687846 71.0
0.2402746074788892 1.0982089809477555 0.1074340400432779 71.0
-0.015814856446715948 1.2139369057434481 0.09536974850809483 71.0
0.03310193666384781 1.2198969889214497 0.09982010036378353 71.0
0.07250723552880421 1.224235185329385 0.10353708402108615 71.0
0.11072435438090511 1.2274866589833864 0.10653785761790993 71.0
0.14148112927080359 1.1995926368770116 0.10957857821617457 71.0
0.18035529644878864 1.1760941043788677 0.11026024836645267 71.0
0.2053938526146795 1.1278846714671757 0.10988942591547761 71.0
0.23969979668666036 1.1064394589070325 0.11044435385984532 71.0
0.03546976348128215 1.2262016933484592 0.09904579366085035 71.0
0.07371835034612269 1.2071372914239558 0.10363587940516499 71.0
0.11146415158665396 1.2109269053310738 0.10662351984441264 71.0
0.1453207389183244 1.2147380736205178 0.10983272147440472 71.0
0.1807564923035584 1.1868940738855873 0.11204322640739608 71.0
0.20577258209841967 1.1617774347491783 0.11153117052042483 71.0
0.24079877111733122 1.131363370718705 0.1124174627490826 71.0
0.07587529525983296 1.2132294777382566 0.10320286738042726 71.0
0.11280601726688495 1.2165859399646732 0.10618465891052899 71.0
0.14637613307538974 1.1981893611939687 0.10948851551355333 71.0
0.1811859341282298 1.202019332004351 0.1128497459964678 71.0
0.2074189168168121 1.1745319893135482 0.11319304009374466 71.0
0.22798948404425692 1.1403796342303263 0.11410683869687473 71.0
0.1134419539653215 1.1989987753286253 0.10644250786834435 71.0
0.14752174353759692 1.2034194345613791 0.10893033154897144 71.0
0.18238611703706664 1.2071673951405841 0.11228442587213452 71.0
0.20873687711440594 1.2092970047766114 0.11345996591995837 71.0
0.22855433653900994 1.1785328877974346 0.1155973998886092 71.0
0.14835582644940484 1.2100642394989036 0.10837085366075364 71.0
0.18241465243455401 1.1903085707618153 0.11224275572500246 71.0
0.20862943831568787 1.1931373995201873 0.11341655614714781 71.0
0.2283746904219072 1.194124855516628 0.11636169880393842 71.0
0.18318440029821517 1.1964606158493778 0.11165032757613912 71.0
0.2090858697627483 1.1989768082496404 0.1129601619711791 71.0
0.22896467740516063 1.1995823070975835 0.11568404243184337 71.0
0.20879058654829868 1.1815673027493732 0.11283736278379111 71.0
0.22868260971296522 1.183253384828201 0.11518821061209567 71.0
0.23088299885759256 1.1899657093401155 0.11464463173151583 71.0
-3.2175345424684534 1.0272022828524614 0.4495109304090691 71.0
-3.204203375202391 1.1471236305235357 0.3888589286313947 71.0
-3.2059792629390094 1.5062426112734666 0.44322441668318446 71.0
-3.270179402480705 1.895052624563944 0.9268787321815425 71.0
-0.03921538806791559 0.3437607384978419 -0.20291601164181902 72.0
0.011993114659256938 0.3387225932014752 -0.20242046384819035 72.0
0.056561851859459625 0.33368197205334965 -0.20196953393170264 72.0
0.10185013793812543 0.32786195987199684 -0.20148111888289744 72.0
0.13874466394889254 0.32213011186210544 -0.20088563483321795 72.0
0.17379793037046024 0.31678869790161385 -0.20128495847259187 72.0
0.20183393047435066 0.3110336514007661 -0.20109476533371573 72.0
0.23547794461295124 0.3058806622578424 -0.20206383395014205 72.0
0.2594744195310754 0.300308338601475 -0.20422728588338493 72.0
0.29252188457414063 0.2949689917855109 -0.20424439376926476 72.0
0.013595523537289522 0.3391392038161179 -0.2013835528299455 72.0
0.05766610390982921 0.3347382805555007 -0.20051910962386335 72.0
0.1037353227383333 0.32991077173321287 -0.19959235484845453 72.0
0.13937526443997209 0.32449812238078973 -0.19875294325318593 72.0
0.1736523746892696 0.3198685350524062 -0.19863990724430336 72.0
0.20205216891206035 0.31346370938245244 -0.1999254509104416 72.0
0.23550319649433774 0.308247653775598 -0.20063170964094176 72.0
0.25921149322892906 0.3029994277068887 -0.20269733589229805 72.0
0.2919235758838847 0.29781143691058337 -0.20289421354303117 72.0
0.058919260718884675 0.3345339209530223 -0.19997949328873277 72.0
0.10445296732229115 0.33002065875812436 -0.19888010156330943 72.0
0.14035088925253014 0.32452512240967313 -0.19818159439526012 72.0
0.1740888954636856 0.3196632676030068 -0.19839797895459518 72.0
0.20205216891206035 0.3151801104129339 -0.19838666145650047 72.0
0.23497259840524226 0.3103071541136607 -0.19879198730235018 72.0
0.25971330539073073 0.3058477101510734 -0.20039496372330318 72.0
0.29245544652063615 0.2988356598397962 -0.20273946123099398 72.0
0.10540798580917683 0.32996793119143153 -0.19822410128496326 72.0
0.14069655254641455 0.32515746656155037 -0.19730470303483247 72.0
0.17464119266044847 0.3196613104762192 -0.19776412328777734 72.0
0.2044184575232499 0.3151208459204684 -0.19810629294205628 72.0
0.2370659525554038 0.31048832966662454 -0.19820688991564678 72.0
0.2596655387296725 0.3061673715325366 -0.19967099727653329 72.0
0.29114676173188564 0.3016444274933167 -0.19972032394265138 72.0
0.14104194093904932 0.32510613540189 -0.1972954421169334 72.0
0.17464119266044847 0.3198705282594308 -0.19719060181975173 72.0
0.20482513840501648 0.3153612195456617 -0.197837354704585 72.0
0.23683944947391408 0.31055671139990304 -0.1977475282708421 72.0
0.25925930985236334 0.30623564253316243 -0.1994235690431907 72.0
0.2791191687201238 0.3013752531551883 -0.19973465840265672 72.0
0.17446685888601812 0.3201061961027483 -0.19644787161638066 72.0
0.20515020914018084 0.3155535852616258 -0.19718732186894883 72.0
0.23638608860955435 0.31104911924488093 -0.19761617350989585 72.0
0.26014296908820694 0.3064195897273229 -0.19896088118789065 72.0
0.27882216835268775 0.3015142348367983 -0.19957950992180132 72.0
0.20460828932703556 0.3159413508454655 -0.19642938963835627 72.0
0.23623486309056246 0.3112794061040279 -0.19713827264137815 72.0
0.2599520599222542 0.3065813848434456 -0.1984184232068659 72.0
0.27811311597983385 0.3018740263314333 -0.1996532326426457 72.0
0.23555369585275548 0.31190015173017954 -0.19657657185534883 72.0
0.25921149322892906 0.3069533185787275 -0.19786758263992574 72.0
0.27742583227586104 0.3026219580375226 -0.19909807390677708 72.0
0.25832593474897236 0.30710556219475693 -0.19747736135003388 72.0
0.27818178456751796 0.30313921225181556 -0.1984347911483058 72.0
0.2773570440470163 0.30342505073929726 -0.19799347255895786 72.0
-0.028598892072860375 0.4052065681607423 -0.2696527928391807 72.0
0.022964206517992806 0.3990660395560321 -0.26847764236988214 72.0
0.06654953876193372 0.39177478135267213 -0.2677338975652242 72.0
0.11045502446101545 0.3851316665880119 -0.2663813503563521 72.0
0.14690286992819904 0.3763365883747196 -0.2657922098881634 72.0
0.1810142083522069 0.3672251691648367 -0.2655055271562804 72.0
0.20897851727625352 0.35793842203003584 -0.2658248597492433 72.0
0.2423923313757424 0.3484944998206274 -0.26593960071657674 72.0
0.2656902556850653 0.3384665750840558 -0.26718267232107595 72.0
0.29854743507870596 0.32761139088753854 -0.2670920936607289 72.0
0.024567757196038015 0.40124925552858115 -0.2678017613800202 72.0
0.06774020292624038 0.3952146844277088 -0.2669028892825602 72.0
0.11139694934560641 0.38842322867671125 -0.2657036901718368 72.0
0.14752174353759692 0.38032352681626747 -0.2650542360193863 72.0
0.1815863637368563 0.3724258006203364 -0.2649959678403467 72.0
0.2090858697627483 0.36405303256964733 -0.26508181060854125 72.0
0.24226804482768768 0.3542514682296985 -0.2652549983039686 72.0
0.26552533521907384 0.344408106608656 -0.2666423684460897 72.0
0.29800111140751795 0.33459931292003264 -0.2663173344871565 72.0
0.0688905542579354 0.3977829470842544 -0.26610844288799795 72.0
0.11324123243259898 0.39140580705283684 -0.26514006904500714 72.0
0.14851011061099875 0.38441784266183554 -0.2642860401655256 72.0
0.18195786093106617 0.3764629360423756 -0.2644315907333408 72.0
0.20986338270154692 0.3685164403887973 -0.2644200854379689 72.0
0.2420939838838832 0.36041938722911493 -0.2645947097610785 72.0
0.26672546703191985 0.35121512384420456 -0.26592864614800116 72.0
0.29754166781815977 0.34184151643784416 -0.2657481682529293 72.0
0.11424391368890727 0.39266273103555993 -0.264502628139378 72.0
0.14912669974261428 0.38769000379564056 -0.2638970369048778 72.0
0.18275693104039917 0.380047667000402 -0.2637449543715347 72.0
0.21109383105896326 0.3735134193434776 -0.2638728593131879 72.0
0.24422762573290752 0.36594478065377073 -0.2637752722475639 72.0
0.26634931198699763 0.3564508959585082 -0.2653806399555612 72.0
0.2977605110991339 0.3479537450212036 -0.2651241779310938 72.0
0.14971164968793158 0.3874457364158872 -0.2637209775906081 72.0
0.18301346308192945 0.3822887116287453 -0.26318559850786744 72.0
0.2127733735199129 0.37672479389146646 -0.26344563764999485 72.0
0.2440048280914533 0.3696943751737169 -0.2637105928129492 72.0
0.2661140495316759 0.36173760433441876 -0.26482176667767493 72.0
0.28593967981178664 0.35346093422832514 -0.26527536755617137 72.0
0.18301346308192945 0.3817795126485095 -0.26280839049743066 72.0
0.21306596206571776 0.377306697701139 -0.26295204218996393 72.0
0.24355888962248 0.3731263079668359 -0.2630803187872934 72.0
0.2670543356514129 0.36580790059511176 -0.2642575302897835 72.0
0.2855798107295944 0.35786218462441516 -0.26528773209497947 72.0
0.21290639275030232 0.37680124081311667 -0.2627181883475477 72.0
0.24383146198192157 0.3726064921992249 -0.26301932333829575 72.0
0.26705433565141284 0.36806283324744415 -0.26381057083370657 72.0
0.28492678699028695 0.36214892810328386 -0.26469619360121716 72.0
0.24333574855987525 0.37209589563966733 -0.2627258129664772 72.0
0.26660795357450906 0.36790793930100785 -0.26348750475733007 72.0
0.2843404814580967 0.3633979616866925 -0.2642156739426076 72.0
0.26585511354737 0.36741685049979567 -0.2632693556001981 72.0
0.28537725324984503 0.36291494958813714 -0.26411729327810646 72.0
0.2846788312416711 0.3626938533284741 -0.26367399208640874 72.0
-0.01925146392392516 0.7355821135030504 -0.2714711577146304 72.0
0.030113752707593082 0.7306024113627428 -0.26915367148290764 72.0
0.07313156494099309 0.7265957807338445 -0.2673863961592714 72.0
0.11650812373734643 0.7218099358318 -0.2651364737454783 72.0
0.15234950831272628 0.7063615791841901 -0.2638648164027497 72.0
0.18636294039473103 0.6826194042819047 -0.263112828851741 72.0
0.21354431853766684 0.6575233318685112 -0.2626381201519669 72.0
0.2466954950961154 0.6315872003526325 -0.2628093930458755 72.0
0.269746373130767 0.6086820904799864 -0.2639154433998337 72.0
0.3021143769562011 0.5911021927802045 -0.2635868247453256 72.0
0.031933340275605474 0.7279654688983683 -0.2695577474333076 72.0
0.07481644064517472 0.7240361247760857 -0.2675543937098204 72.0
0.11766894056244263 0.7190493617520143 -0.26533426340007965 72.0
0.15354048643802246 0.7147323050213643 -0.2639470562219596 72.0
0.18701280701895429 0.6991751421752637 -0.2627435344426253 72.0
0.21380984464150138 0.6752857872120097 -0.262059785430811 72.0
0.2467201031071089 0.6515750903382734 -0.26210132730181934 72.0
0.26958298606661313 0.6290635563491508 -0.2630011220923213 72.0
0.30126879196606293 0.6055041116039649 -0.2623619835195099 72.0
0.07583882597468718 0.7203874695905801 -0.26727089371498775 72.0
0.11965172203987015 0.716540082455815 -0.26543337698346925 72.0
0.15445440613956418 0.7112420673109933 -0.26368507860577156 72.0
0.18729505469373772 0.7068349509940564 -0.2624846356352687 72.0
0.21410173597323193 0.6916648739878674 -0.26163422268789144 72.0
0.24667088569070267 0.668860730730863 -0.2619930803546044 72.0
0.27039930739750867 0.6439453191990193 -0.26207461037488045 72.0
0.30092140846954046 0.621185098592147 -0.26219073788140357 72.0
0.12119860258469008 0.7141100760765324 -0.2656477748715735 72.0
0.1553664066467044 0.7090302796983724 -0.26389084191693674 72.0
0.188422214635828 0.7042869600788221 -0.26276139987179326 72.0
0.2146584388799184 0.6996422157527308 -0.2614147113434399 72.0
0.24848822557744313 0.6853264151295645 -0.26114298832767346 72.0
0.27021285489624264 0.6616639703359027 -0.2616106122375763 72.0
0.30033456800232994 0.637219301585754 -0.26172055910471526 72.0
0.1560946306394276 0.706504015153187 -0.2641518248481379 72.0
0.18890037317591185 0.7019308482825392 -0.2634228048431877 72.0
0.21722065564451878 0.6970646747584551 -0.26199234746232913 72.0
0.24863524469932888 0.6937912799972321 -0.26138544235226796 72.0
0.2701662292606938 0.6788189745208408 -0.2614016512332619 72.0
0.30055200879288496 0.6555692411209124 -0.2612872549961767 72.0
0.18887226077133829 0.6982981541498265 -0.2632838981803257 72.0
0.21793116878578053 0.6947532807212061 -0.2623079648072388 72.0
0.24858624385510414 0.6913861467049213 -0.26173857057311695 72.0
0.2709116394104812 0.6871059252387905 -0.26121949804966543 72.0
0.2886292346649892 0.6721593190507908 -0.2610809085870329 72.0
0.2185880164894173 0.6927459211161561 -0.2626234967681103 72.0
0.24861074496830363 0.6880616149403356 -0.26161439135517606 72.0
0.27144661380176455 0.6847779064078117 -0.2615429955298631 72.0
0.28858454496728525 0.6811146525406919 -0.2614238803020411 72.0
0.2485372374815582 0.6858847915824107 -0.26181407060263245 72.0
0.2711443179490783 0.682556021433502 -0.2622517646340807 72.0
0.28827158825482113 0.6789654965596604 -0.2616684852906534 72.0
0.2708185330789201 0.6803652160655154 -0.26263669494482955 72.0
0.28932133757146883 0.6759139623615981 -0.2615120297913898 72.0
0.2888079474834786 0.673855470748996 -0.26188961037115965 72.0
-0.0512497067106021 1.24009680286974 0.10262091310255847 72.0
-0.0013832569986079407 1.2463071736389433 0.10611354063027005 72.0
0.040087843469880764 1.2292060284259085 0.11024750297336015 72.0
0.08346678547388721 1.2346955034306244 0.11451960950354594 72.0
0.11932188646397719 1.2091168705687436 0.11644363915748458 72.0
0.15228834438305647 1.1810858186492559 0.11705439487292706 72.0
0.17955179116518774 1.1614181899585045 0.11725189129074677 72.0
0.21168107629913865 1.1189733660195909 0.1160002166129705 72.0
0.23520007696927497 1.1018489086810832 0.11469760710980931 72.0
0.266748965908202 1.0817865079154696 0.11487196919648049 72.0
0.00026049854739031814 1.2283488604137676 0.10626094262450525 72.0
0.041787318971751766 1.234522523331835 0.1098820169133905 72.0
0.08489785846135546 1.2398643007416934 0.11405131546183525 72.0
0.12001425207806721 1.2227094310565167 0.11758683454471627 72.0
0.15286905421701255 1.1973762484799522 0.11903200709201792 72.0
0.1799537296315484 1.1673345052667659 0.11972138502188125 72.0
0.2121609597533832 1.1490420042124052 0.11871629802239173 72.0
0.2351748074564582 1.1225074403350503 0.11707580685898265 72.0
0.2664433812962738 1.1034015357187472 0.11670917558088001 72.0
0.04375512696867949 1.2414386703233915 0.10945386230517182 72.0
0.08603933126803921 1.2227482207322937 0.11413023184252402 72.0
0.12106716746772912 1.2275300084490015 0.11725527537370606 72.0
0.15402814960319702 1.2313022806186618 0.11958092907774504 72.0
0.18035529644878864 1.2049094200707333 0.12152114309111109 72.0
0.21194774367943353 1.154503668205402 0.12111226217639277 72.0
0.23436540574163248 1.1344988273858068 0.12032888022974356 72.0
0.2654074965310891 1.1091995248141977 0.11949074851283482 72.0
0.08817153986435232 1.229170957850963 0.11363434216740417 72.0
0.12264176962553645 1.2339133948724255 0.11673426591956228 72.0
