#OIII_Hb SII_Ha NII_Ha_both V
-2.076460678621586 0.30145496175813735 -0.27739039627685075 47.0
-1.9863623875464684 0.3010854752861699 -0.2768691714461996 47.0
-1.9214706847456537 0.30080279912736624 -0.27615750187330734 47.0
-1.8630259042421706 0.29961375060464207 -0.27488673527852525 47.0
-1.7979751048959622 0.29690310775040857 -0.2721343482663963 47.0
-2.2325176078574676 0.3024036366374556 -0.2787338344550192 47.0
-2.161434237194009 0.3015751515453597 -0.2787082461951351 47.0
-2.0927391633956294 0.3014412515144445 -0.2784706484113586 47.0
-1.998872299722965 0.30099947124597104 -0.2779202886116432 47.0
-1.932036910498735 0.30079716268154766 -0.27708540327560816 47.0
-1.8714391934406795 0.3003158774670127 -0.2754937290855332 47.0
-1.804460103450682 0.2981978643404331 -0.2720808626138693 47.0
-2.1811607192883082 0.3021854606443811 -0.2795416842977388 47.0
-2.109685192321389 0.3015498541841792 -0.27930380009295236 47.0
-2.011735428661692 0.30120769730789576 -0.27868711748558034 47.0
-1.9426762946307157 0.30101890165280715 -0.2777795815098888 47.0
-1.8803482779601297 0.30058683799093344 -0.27588842845719086 47.0
-1.8112683285542568 0.2993304811819026 -0.27204219094903936 47.0
-2.1267666146688593 0.30133583686105986 -0.28033133012225675 47.0
-2.0244808818003466 0.30112164914889655 -0.2797441821569386 47.0
-1.9531148091622899 0.300955085494334 -0.2786542849022693 47.0
-1.8889392179301794 0.30059497657575585 -0.27656827920224086 47.0
-1.8178993401060508 0.2996114859255328 -0.27220380525225873 47.0
-2.037474403264005 0.3011300174244194 -0.2805017193692249 47.0
-1.9635308010845374 0.3011937908047007 -0.27933245255487554 47.0
-1.8976006001350174 0.30078326026902574 -0.2770513835282341 47.0
-1.8254459654791697 0.29931554576767805 -0.2723256178016418 47.0
-1.9737119379760577 0.3008800781135078 -0.28023516017203565 47.0
-1.905808475090468 0.30067780914649117 -0.27777347867521696 47.0
-1.8315614478132276 0.29910505581720515 -0.2726389316980387 47.0
-1.913782584306657 0.30074699716067127 -0.278502281576422 47.0
-1.8373758596921534 0.2989745888275462 -0.2729532054847288 47.0
-1.8429968031674753 0.2989849769456095 -0.2729809303585101 47.0
-2.3506554038525844 0.5804917161633963 -0.31876779739158545 47.0
-2.2829039441634 0.5818943107257778 -0.318497989162011 47.0
-2.2145989750076125 0.5833027329033964 -0.31820075264339687 47.0
-2.1486988356256993 0.5831692529756793 -0.3174350181922005 47.0
-2.084827133718215 0.5835113769213354 -0.3171930691189411 47.0
-2.022404416162538 0.5847670876334269 -0.31675368626869915 47.0
-1.939113376995338 0.5846009186435022 -0.3160101291505377 47.0
-1.8809751798852177 0.5824776558470629 -0.315309854247368 47.0
-1.8206205821182433 0.5790174413490388 -0.3143369450489549 47.0
-1.757582815582281 0.5741277493506897 -0.31254373317635675 47.0
-2.3115089880156687 0.5805623754152823 -0.31966712533584757 47.0
-2.239245890494176 0.582059442998686 -0.319390004715055 47.0
-2.1695268163973678 0.5816711758904963 -0.31911254650914905 47.0
-2.103088159173975 0.5823878357726802 -0.3183626809767462 47.0
-2.0378248852196523 0.5835336802295199 -0.3179234436464213 47.0
-1.9510534962395085 0.5845327873727078 -0.31722669915710205 47.0
-1.8927900303521317 0.5844770016382562 -0.31607083512982337 47.0
-1.8287124493471394 0.5821226693431303 -0.31503079328178135 47.0
-1.764143431247026 0.5777355985106202 -0.3124613708512554 47.0
-2.26571234793867 0.5807578738441147 -0.3205491130415964 47.0
-2.1922958870616163 0.5803897626518769 -0.3202989961901852 47.0
-2.1227323442352968 0.5811732390387067 -0.3195494866193931 47.0
-2.0547629033161536 0.5822902296109027 -0.3190766663737861 47.0
-1.9641701747471718 0.5832769703246625 -0.3183468818513693 47.0
-1.9039594457045725 0.5850688008555649 -0.3170690465784555 47.0
-1.8380632947542195 0.5840956511525387 -0.31561494247435257 47.0
-1.7715483092856001 0.5807157082847909 -0.31246783965424085 47.0
-2.2162393042560757 0.5790933793360267 -0.3214553569586867 47.0
-2.143289230766319 0.5799112330408944 -0.32069266140554614 47.0
-2.0723576464108153 0.5812428426757946 -0.32022743058488473 47.0
-1.9777366343187412 0.5820133825433385 -0.31947150051408874 47.0
-1.9155667232134552 0.5838619279358274 -0.3180325283201686 47.0
-1.8475587619410454 0.5849003036473974 -0.3164030868717143 47.0
-1.7797088143348445 0.5822325617831782 -0.3129394581759596 47.0
-2.1646202028797417 0.5785154232505348 -0.3218474413836365 47.0
-2.0904974585945846 0.579967225410149 -0.32137574816011966 47.0
-1.9915275806972779 0.5807313785257745 -0.3205668983502665 47.0
-1.9273090449871315 0.582533063585217 -0.3190897791335072 47.0
-1.8571101945609578 0.5835695634987933 -0.3172466428628545 47.0
-1.7872532352159287 0.5832191357271872 -0.3132677653176572 47.0
-2.109143228585464 0.5784598764355648 -0.3225216308952183 47.0
-2.005542065455666 0.579425771943573 -0.32166681515695067 47.0
-1.9386983437939556 0.5808793960574037 -0.3205227786586982 47.0
-1.866588844088978 0.5822777254394547 -0.31811546990663286 47.0
-1.7946332121335238 0.5818650267772493 -0.3137205696154182 47.0
-2.0196829582703484 0.5782832754879236 -0.32275782751601895 47.0
-1.9505493818684505 0.5795473943119475 -0.32154171007434934 47.0
-1.8759524808899695 0.5809536691733684 -0.3189700412681699 47.0
-1.8018379609539243 0.5805218532786174 -0.3141667149286738 47.0
-1.9623345066491975 0.5781529582410362 -0.32252463514100055 47.0
-1.8851889261619363 0.5796062607770488 -0.3198031856822903 47.0
-1.8088005802984817 0.5791535425881428 -0.31462581045039034 47.0
-1.8939451599062136 0.5782531780408587 -0.3205801723565102 47.0
-1.8152234217491505 0.5777092262275141 -0.3151662118964934 47.0
-1.8215122689526018 0.5762055042805911 -0.31559751562313687 47.0
-2.3563302305415825 1.1004053345160814 -0.12330095800808588 47.0
-2.2876365557234526 1.104435494402554 -0.12159502553109228 47.0
-2.21792888961432 1.107055356305616 -0.1199424540114467 47.0
-2.151989565718561 1.1089741490645142 -0.11837265837819656 47.0
-2.0872201510224797 1.1128200148973437 -0.11672021551865891 47.0
-2.0241318184586423 1.1208277932098216 -0.1155754954765683 47.0
-1.9448511101106059 1.1245484860747623 -0.11378952532312729 47.0
-1.882662404904079 1.1292704822338469 -0.11188616033478482 47.0
-1.8195300383408017 1.1286813048094713 -0.10998058227387303 47.0
-1.7560694631957248 1.1107608382912633 -0.10797342781774413 47.0
-2.3168898945278857 1.1019974947462956 -0.12353766469930917 47.0
-2.2426571223854066 1.1053493173387252 -0.121940932206173 47.0
-2.1732386474853134 1.106096946751824 -0.12023306995841532 47.0
-2.1055510103701063 1.109640683513543 -0.11858941972705904 47.0
-2.0403005061298507 1.1137790273707584 -0.11686275416038322 47.0
-1.9575820118567497 1.1177961896308224 -0.11500134666056325 47.0
-1.8924847743485356 1.126053997311868 -0.11352783826316694 47.0
-1.8276014220606953 1.1302840721460217 -0.11093115577287316 47.0
-1.7627328104960072 1.1183917771873555 -0.10736868176454957 47.0
-2.2696376915076875 1.1031366922641734 -0.12385602715382214 47.0
-2.1964404684846093 1.103328314562657 -0.1221324444808896 47.0
-2.12546020292899 1.106719495368978 -0.12047275150667608 47.0
-2.0573769253386667 1.1105435492677187 -0.11870861127608287 47.0
-1.9711035548685296 1.1144927554661381 -0.11673078315196922 47.0
-1.9042380405224997 1.1191282288947069 -0.11463072979220044 47.0
-1.837286274416922 1.1235719772978352 -0.1118205344039959 47.0
-1.7697043860829533 1.127801660265794 -0.10800581974613566 47.0
-2.2214869882610753 1.0949999083993789 -0.12351087882555983 47.0
-2.146380868648239 1.1039305821734462 -0.12237000388733892 47.0
-2.075265976920613 1.1075560665860897 -0.1205545708610188 47.0
-1.9851016130537942 1.1112427279283812 -0.11851860032793217 47.0
-1.915888648059323 1.1158725366548752 -0.11628455639753353 47.0
-1.8467950999157157 1.1200695112951087 -0.1132651776119659 47.0
-1.7777258502034372 1.120790665535043 -0.10840342529202172 47.0
-2.1687510899880738 1.095588649870219 -0.1236899503269981 47.0
-2.0943174286248785 1.099550184931806 -0.1218572692907839 47.0
-1.9994791590638143 1.1082110924249162 -0.12030298501028586 47.0
-1.927786877396618 1.1126420659362315 -0.11794334350677142 47.0
-1.8563919651624041 1.1166917072997786 -0.11471299505107482 47.0
-1.7852356033319614 1.1171012682479387 -0.10935985389791433 47.0
-2.113435958571382 1.0964611242810705 -0.1236836469927908 47.0
-2.0146903115923998 1.0999680238308325 -0.12154120285358291 47.0
-1.9403230064152441 1.1047247813953935 -0.11906842851823148 47.0
-1.8665249631619079 1.10903944955799 -0.11561718766808209 47.0
-1.7926349625309281 1.1135351944002654 -0.11031454815272172 47.0
-2.0295694348245323 1.096888725975911 -0.12328937108798664 47.0
-1.9524136429256496 1.1015519830275642 -0.12068176913376875 47.0
-1.8760504089181729 1.105562007653233 -0.11706110281331264 47.0
-1.800436788232764 1.1055272426294303 -0.11073014647526125 47.0
-1.9644902149104415 1.0983464909808773 -0.12235713522053591 47.0
-1.885422372999834 1.1022206533913683 -0.11851139428255347 47.0
-1.8074883004964988 1.1017701115889709 -0.11140064753562169 47.0
-1.8946601601947137 1.09904627171546 -0.11983553598185179 47.0
-1.814231266566387 1.0983175575735755 -0.11235137915323229 47.0
-1.820362047842187 1.0948738827715976 -0.11334710454806907 47.0
-4.287434472126692 1.2081433603280631 0.102099894550065 47.0
-4.284364291871469 1.2128034985439848 0.10360881035039153 47.0
-4.28274568723745 1.2167310376808576 0.10573568989885296 47.0
-4.28161458143244 1.21473415051984 0.10793171476636909 47.0
-4.279989623090983 1.2185688063642532 0.10971503543930113 47.0
-4.279278545817541 1.2222832433712578 0.11149688637629819 47.0
-4.277168715735046 1.2204515447319424 0.11402624754215286 47.0
-4.275069085807602 1.2242173268728747 0.11580030642149614 47.0
-4.273346130192431 1.2276370732410287 0.11751416947995559 47.0
-4.271638100400769 1.2312529345037038 0.11970523991843038 47.0
-4.27039789507415 1.2294106474749933 0.12200675690346012 47.0
-2.434293822187194 1.0973022297899904 -0.12496368387440689 47.0
-2.3902775621347616 1.09846220694966 -0.12517731789025616 47.0
-2.3485959813305617 1.099955487420951 -0.12545817235297418 47.0
-2.299781025211504 1.0948762254664535 -0.1252303693489113 47.0
-2.247275655142477 1.0922736184974604 -0.12539715120064662 47.0
-2.191505443659972 1.0929714927937209 -0.12551751430772187 47.0
-2.1326268061177402 1.0937171575995717 -0.1254994051243266 47.0
-2.041307137571451 1.0940717253805714 -0.12505227022946888 47.0
-1.9765417623563248 1.0954604134820065 -0.12400517802178371 47.0
-1.903889824915404 1.089727246152194 -0.12073023750891584 47.0
-1.8269303363627327 1.0851066814333132 -0.11377119439325056 47.0
-2.2576598571803776 0.2804009102233417 -0.23195331916698558 48.0
-2.1941662423952963 0.2794248898847752 -0.23193024826267716 48.0
-2.1361658064217415 0.27696891335874496 -0.23248282145870297 48.0
-2.075178184845824 0.2748776307459679 -0.23276719213598893 48.0
-2.0135417872626937 0.2741707972315502 -0.23299038378435946 48.0
-1.9524914944059877 0.27338261696184146 -0.23268755973907954 48.0
-1.8915364587964048 0.2726621755227012 -0.23260504739509003 48.0
-1.8048201575680967 0.27146743675986745 -0.2324551871172831 48.0
-1.7439561012979687 0.2682585519809881 -0.2326209317622291 48.0
-1.683966717874339 0.2659413076465683 -0.23110776927538332 48.0
-2.2114569109607127 0.27932180986945526 -0.2330116109133564 48.0
-2.151447582886999 0.27726230482840136 -0.23340383396283507 48.0
-2.088256622144068 0.27570099072086257 -0.23365146786014512 48.0
-2.0245773830056084 0.27464774278448234 -0.23388014938820226 48.0
-1.9611812126263442 0.2733072784755594 -0.23409000372750569 48.0
-1.8986654267798202 0.27294442296039395 -0.23358737011624786 48.0
-1.8090803010874272 0.27189132015585377 -0.23322219167484967 48.0
-1.747146969020107 0.2698838794632822 -0.23230275841871081 48.0
-1.6853955267865652 0.2673892082297827 -0.23019904076950937 48.0
-2.1673506029796794 0.2786892870341979 -0.23430278083193198 48.0
-2.1019607994122396 0.2760695969978975 -0.2345784444159547 48.0
-2.036249939034042 0.2749951839106705 -0.23475459681127342 48.0
-1.9709410499155005 0.27393323756852167 -0.23480244401333414 48.0
-1.9061232446099554 0.2727482406287598 -0.23503230346583295 48.0
-1.814004806135286 0.2721327582228729 -0.23407868239168175 48.0
-1.7531568777486803 0.2704177522553619 -0.23278650978014617 48.0
-1.6875687444112748 0.2686744316579757 -0.22926693458444966 48.0
-2.115550170648135 0.27704721314209235 -0.23541416556845524 48.0
-2.0480459682299186 0.275377837587268 -0.2356875507308381 48.0
-1.9806759628463093 0.2742078452238007 -0.2357873651350389 48.0
-1.913746976182839 0.2734297817007744 -0.23565080061505023 48.0
-1.8186710129102663 0.27200408647939656 -0.2353287663411751 48.0
-1.7578562772989172 0.27068531344235663 -0.23343726178683413 48.0
-1.6894553713630447 0.2691024773692643 -0.22921479150096172 48.0
-2.059852224193911 0.2757699480540919 -0.23658264676707183 48.0
-1.9904641233807818 0.2745189848585478 -0.23669271785720722 48.0
-1.921579435086 0.273743510471483 -0.23652002297386973 48.0
-1.8236482423969285 0.272497838634833 -0.23597956812349236 48.0
-1.7609258617641064 0.27045714974877133 -0.23441910175218136 48.0
-1.6911369116346995 0.26938605456302117 -0.2293892638292745 48.0
-1.999913149788351 0.2746561391089324 -0.2375410234655927 48.0
-1.9292235371565654 0.27405713839589174 -0.2373630660813137 48.0
-1.828507572747099 0.2730692761479164 -0.23652766898224073 48.0
-1.7641686625894821 0.2708677543697566 -0.23486702411934635 48.0
-1.6922900765951931 0.26926948513723853 -0.2298754096590975 48.0
-1.9364790003100092 0.27413315307906155 -0.23818222051233093 48.0
-1.832682665251824 0.2734251160180333 -0.23722048659807188 48.0
-1.7670546872547728 0.2712857918959214 -0.23533776388887584 48.0
-1.6934891943566175 0.2697184833183127 -0.22977348660209837 48.0
-1.8367491504873692 0.27343314528040724 -0.23799783161895588 48.0
-1.770471736212328 0.27113190524210723 -0.23591842001079572 48.0
-1.694132943397709 0.2700679195091632 -0.22968257891274274 48.0
-1.7726790174511553 0.27118462275025945 -0.23642246345115966 48.0
-1.694562640159688 0.27038559126230294 -0.22969958272138966 48.0
-1.6945196513467944 0.2705162239071644 -0.22970859461678075 48.0
-2.249291089162468 0.3177217056978835 -0.27782081845926226 48.0
-2.184209804817196 0.31706876357404384 -0.27797278895373173 48.0
-2.1267491699707426 0.3154287226493769 -0.27821089802589044 48.0
-2.064623747629928 0.3143721596736928 -0.2784646309383325 48.0
-2.003435795400312 0.31383437289349375 -0.27863740117304486 48.0
-1.9418018121217462 0.31317504841353244 -0.2787667423432964 48.0
-1.8562671768613077 0.3119677887243565 -0.2787258691127184 48.0
-1.7933629887164642 0.3101415792487538 -0.2787368187822783 48.0
-1.7352057805928447 0.30694925935378753 -0.27807177285006146 48.0
-1.672355036401343 0.3037234887204872 -0.2758231845207801 48.0
-2.2019366358908816 0.31687809935688693 -0.2787711867512745 48.0
-2.14233587748612 0.3154966901965104 -0.2789871002892996 48.0
-2.077923614735394 0.314468676645034 -0.27926833079762414 48.0
-2.014870043207481 0.3140674494575764 -0.2794043914592752 48.0
-1.9512475423005102 0.31343631745753775 -0.27951030899202844 48.0
-1.8874285101350206 0.3129072658460631 -0.2795352020337602 48.0
-1.798084217259303 0.3116367584312656 -0.27924499404618797 48.0
-1.7395708244220653 0.3087072735632563 -0.2783691039159989 48.0
-1.6738075618722277 0.30569870560902374 -0.2757751084175109 48.0
-2.158502878759508 0.3163554608931511 -0.2800233190608455 48.0
-2.091756322879105 0.31436249631211094 -0.2803104611196454 48.0
-2.0264657630351093 0.3142366326479173 -0.2804592474536596 48.0
-1.9608636007779048 0.313367672774784 -0.2805204197899965 48.0
-1.8955470326777089 0.3131282269962344 -0.2802337430623337 48.0
-1.8032712773767132 0.3125277548217044 -0.2797655106751556 48.0
-1.743330351312767 0.310483884027555 -0.27872953734738704 48.0
-1.6758822373405735 0.30756971936727345 -0.2756544526391731 48.0
-2.1054734884366515 0.3149275194278794 -0.2812933782913919 48.0
-2.038441282495948 0.31411613113692133 -0.2814913193300488 48.0
-1.970778605746072 0.3132614362953448 -0.28152972586212893 48.0
-1.903402791642106 0.31304525786667714 -0.28121299876229655 48.0
-1.8082696066371438 0.31245857016842865 -0.28060737564573773 48.0
-1.7468074301215561 0.31126136376510044 -0.27923668597366375 48.0
-1.677966871368197 0.3091964358067201 -0.27541063172921676 48.0
-2.050653912995299 0.3139026227773881 -0.28226236067738564 48.0
-1.9808837095529273 0.3134058704450127 -0.28231396387403473 48.0
-1.9115449549558348 0.3131894195076838 -0.28189548545521625 48.0
-1.813467435407603 0.31264492916059244 -0.2812028793281942 48.0
-1.7512912643990821 0.31078605376822727 -0.27972324203068283 48.0
-1.679687508574287 0.3102058976814546 -0.27523290388122074 48.0
-1.9906766066189865 0.31341314977302426 -0.28324939648539665 48.0
-1.9193013771288707 0.3129889380399254 -0.2828731183405357 48.0
-1.8181564120552274 0.31255292503278387 -0.28203595559967304 48.0
-1.7545613659642327 0.3107306049351499 -0.28033981782780876 48.0
-1.6813315800237842 0.3102314882066943 -0.27528321367664543 48.0
-1.9268684350590068 0.312653848221523 -0.2838282462135056 48.0
-1.8225789425168313 0.31230698816826663 -0.28290430782189524 48.0
-1.757508264988689 0.3105957162668508 -0.28099234046238974 48.0
-1.6825216860769814 0.3101079947855737 -0.27541185817571623 48.0
-1.8269011822337717 0.3122169637698194 -0.2835054056512768 48.0
-1.7603502228333376 0.31061866117286147 -0.28134884538515337 48.0
-1.6835264163849164 0.3102779548960242 -0.27530050926351746 48.0
-1.762556804624539 0.31019410450376256 -0.28198687253144894 48.0
-1.683882816501095 0.31005526909800957 -0.27548072307349086 48.0
-1.6837989313336308 0.30968504374394584 -0.2756765509781594 48.0
-2.2358014433444438 0.5966515358853945 -0.319477214527401 48.0
-2.1693471862025757 0.5969565105626944 -0.31942372840648275 48.0
-2.1090371499070493 0.5969214465014235 -0.3193556288145739 48.0
-2.045371622492729 0.5970450201264037 -0.319335485091217 48.0
-1.9832590727137402 0.5984736686240405 -0.3188212647719122 48.0
-1.920456992597094 0.5992277783737627 -0.31856403621264207 48.0
-1.83457759918543 0.5989590452145465 -0.3181055015225212 48.0
-1.771214799019351 0.5956977020702959 -0.31796849435034713 48.0
-1.7129600724827576 0.5895105021456314 -0.31706715791053336 48.0
-1.646583908946644 0.5843050667258987 -0.31508614951373354 48.0
-2.1889145214177037 0.5954815987916245 -0.3205640012246614 48.0
-2.126092596098388 0.595536702575569 -0.3205019155477279 48.0
-2.0598970885539205 0.5957305977536134 -0.3204668711887134 48.0
-1.9955066624527256 0.5972064871675908 -0.31995968001408825 48.0
-1.9306279456914854 0.5981436414832442 -0.31967517989661426 48.0
-1.841547039311172 0.598978087354893 -0.3192488456908249 48.0
-1.7767117809030522 0.5979044597286435 -0.31869806505480786 48.0
-1.7169023945627748 0.5933885204265769 -0.3173236759029454 48.0
-1.6489190905369844 0.5889789756821473 -0.3146702597866323 48.0
-2.1439783953170743 0.5940256064025401 -0.32164519829431315 48.0
-2.075147203644363 0.5943444249749439 -0.3216099998845576 48.0
-2.00846825313574 0.5958367989358108 -0.3210889826173775 48.0
-1.941422150866775 0.5966778173300823 -0.3208042336520094 48.0
-1.874583802017245 0.597719542987199 -0.3203516587850111 48.0
-1.7825160557860937 0.598700728876843 -0.31966384022976735 48.0
-1.720949351800974 0.5954243064010214 -0.3182501568561653 48.0
-1.6514225712573838 0.5920256387147423 -0.31494937732969974 48.0
-2.0908078180162573 0.5927495480282061 -0.3227568116429244 48.0
-2.0213174348430556 0.5941466034213876 -0.3226055775139229 48.0
-1.9524136429256496 0.5952963310376591 -0.3219248962038539 48.0
-1.8834918762626536 0.596589077956188 -0.32142483192491894 48.0
-1.791263122885594 0.5972685220501833 -0.320630202200199 48.0
-1.7253342309186115 0.5964178032565808 -0.3189732870004129 48.0
-1.654136371496236 0.5946111909831964 -0.3149629670811489 48.0
-2.034732430483526 0.5926084336206187 -0.32372264338605133 48.0
-1.9634509455208478 0.5938385345447293 -0.3230225508820969 48.0
-1.8923830700082158 0.5951506627887204 -0.32249591393924104 48.0
-1.797212084966159 0.5959042366542341 -0.3215875633507978 48.0
-1.7295773916672226 0.5950265029477395 -0.31976558264113736 48.0
-1.6567292993491993 0.5964550343467895 -0.31502456067469237 48.0
-1.9744893271474193 0.5923132379876772 -0.3240979710893875 48.0
-1.9011486929719952 0.5936168641896878 -0.32354487090045125 48.0
-1.804183341727128 0.5945958874407188 -0.3225506218159766 48.0
-1.7335566187037261 0.5935066563934727 -0.3205635607271896 48.0
-1.6589019613759508 0.5949239776314613 -0.3153265760037483 48.0
-1.9098125124245793 0.5920161385441991 -0.3245851755133328 48.0
-1.8096963217324185 0.5932662641611589 -0.3234913037994983 48.0
-1.7372642203335136 0.5920328455700927 -0.3213263163693319 48.0
-1.6607274811440602 0.593328525582888 -0.315676494556943 48.0
-1.811605928738572 0.5916732143660793 -0.3244377810559348 48.0
-1.740621171617036 0.5904890686667541 -0.32211552746231764 48.0
-1.6621415709589056 0.5917850495405387 -0.3159919182584406 48.0
-1.743619046968359 0.588920370758445 -0.3228562276171262 48.0
-1.6631401790831906 0.5901916707694043 -0.3160902305354656 48.0
-1.663040214879296 0.5882376362241301 -0.3168470939692762 48.0
-2.2433106540125576 1.1067512659596572 -0.11645275910647201 48.0
-2.17517803000799 1.1097229266164992 -0.11500881625269585 48.0
-2.115131033054164 1.1129224828736957 -0.11369376028669342 48.0
-2.0504099711796018 1.1190506256419521 -0.11290651108068331 48.0
-1.9869098618749441 1.1226917677171657 -0.11153837517303729 48.0
-1.9239424042371742 1.1261837939999682 -0.11018244396101959 48.0
-1.8384523268742725 1.1303373137705535 -0.10876157005231006 48.0
-1.7792383460248578 1.1342544092671525 -0.10701532346841099 48.0
-1.7140378382686068 1.1239892443336268 -0.1056348203107376 48.0
-1.6464684409222379 1.1127469918091968 -0.10311376345631046 48.0
-2.19508403200382 1.1070131462422672 -0.1168932546488377 48.0
-2.1324500217022533 1.1099438787033222 -0.11555702559114082 48.0
-2.0656379184319946 1.1107322378939661 -0.11416421763438091 48.0
-1.9996961002151874 1.1144863821805935 -0.11282725098321411 48.0
-1.934009710766224 1.1229154717399363 -0.11194601388352027 48.0
-1.8455151629679523 1.126932759921367 -0.11045995165488666 48.0
-1.784626847216578 1.1307096838707393 -0.10858087237302842 48.0
-1.7181034497539398 1.130936311119157 -0.10608062467489134 48.0
-1.6482616544192406 1.124050164359863 -0.10292103719059775 48.0
-2.1507218931083525 1.1072341072776433 -0.11743465785147215 48.0
-2.081157432340441 1.1076717409276868 -0.1160243303339574 48.0
-2.0125303737937053 1.1111105506784462 -0.11465867194788883 48.0
-1.9451954997790453 1.114673681851465 -0.11317495337439915 48.0
-1.8535928647129467 1.118972196179563 -0.11158995689988076 48.0
-1.790511794586172 1.1272389823831928 -0.11017002549736049 48.0
-1.7222074810685581 1.1271933712964235 -0.10741415213448036 48.0
-1.6511696276215182 1.130867714979581 -0.1026820751681358 48.0
-2.0968665857311937 1.104944857860164 -0.11787711527445992 48.0
-2.0259260460947845 1.1080420650310725 -0.11649386556691076 48.0
-1.9562841419387937 1.1112987399813425 -0.11497102600002694 48.0
-1.887931495731803 1.11477949117138 -0.113303371688954 48.0
-1.7972665419545568 1.1191244896462635 -0.11120440532614316 48.0
-1.7265357273786537 1.1235567398171016 -0.1087715074775486 48.0
-1.6537839868449944 1.1270569737027902 -0.10342763379365165 48.0
-2.0395482500230178 1.1051117845803429 -0.11832193368371832 48.0
-1.9675021171428897 1.108130858292508 -0.11678199162990682 48.0
-1.8969835096716847 1.1113945701539163 -0.11500730847647753 48.0
-1.8033541132129123 1.1153872548857926 -0.112794597765043 48.0
-1.7313284402530076 1.1151508442332314 -0.10954875333052652 48.0
-1.656749001945637 1.118814904352505 -0.10347120127453256 48.0
-1.9792659145884843 1.0985304337231565 -0.11800934849055134 48.0
-1.9059483444900356 1.108215157742069 -0.11672672189544733 48.0
-1.8092762128918336 1.1118918641525215 -0.11437940192493712 48.0
-1.7353238178511754 1.11131061921466 -0.11085834653384274 48.0
-1.6589019613759508 1.1148000197504961 -0.1042434625681264 48.0
-1.9153522391452702 1.0984705052686972 -0.11791341035099365 48.0
-1.8155357106530094 1.1024436378740285 -0.1154156343778413 48.0
-1.7390942323501999 1.107428666677609 -0.11220811370078099 48.0
-1.6606877142287404 1.1108910268025154 -0.10506088766932549 48.0
-1.8209942924351799 1.0990282841536405 -0.11696665537659479 48.0
-1.743041847439068 1.0975091059836586 -0.11304098934146942 48.0
-1.6626206163041806 1.1012903331830464 -0.10532778280896661 48.0
-1.7461049428682305 1.0936784972120626 -0.114384633782808 48.0
-1.6636403455347692 1.0971737845270904 -0.10614238951084443 48.0
-1.6639006599149144 1.0932914956253936 -0.10696919457713402 48.0
-4.9650508533236275 0.42655032840501883 0.16767008817204915 48.0
-4.970169980689342 0.42756705990127786 0.16874388657906597 48.0
-4.9753501688205555 0.4278375492783479 0.1702243698721436 48.0
-4.980551362506363 0.42795590834200087 0.17166066514849299 48.0
-4.9856895190366926 0.4278170634589681 0.1728782337621726 48.0
-4.990889193867788 0.4276475567977851 0.17407782934778357 48.0
-4.996194926434975 0.4276061676394643 0.17527909663945507 48.0
-4.096622388179004 0.3592980558991519 -0.009525512368306522 48.0
-4.093767347374706 0.36047193393789967 -0.007714219792211825 48.0
-4.090888119494197 0.3614382196723878 -0.006220783127129909 48.0
-4.087868320143481 0.3616836066325192 -0.00490571708593854 48.0
-4.092755294080048 0.3620875643609513 -0.0028863812367296853 48.0
-4.089503661504385 0.36231978143845317 -0.0015975172057145122 48.0
-4.086292086019517 0.36242341555410257 0.00010720124894090312 48.0
-4.083088309490703 0.3626404781729284 0.001564319255463947 48.0
-4.079370639732559 0.36285346659838685 0.003114833019419518 48.0
-4.076077602433246 0.36301019031773224 0.005003796000852922 48.0
-4.0727477236175 0.3632512075847888 0.00681079121512095 48.0
-2.3413400323792564 0.2807257893129892 -0.23196701900310973 48.0
-2.2776540575244186 0.28076889473388617 -0.23297458465641196 48.0
-2.2295972369653296 0.27970398412969666 -0.23384271553693994 48.0
-2.1836128545976496 0.2790104626151897 -0.23513990211516908 48.0
-2.1294966046864805 0.2772198680826011 -0.23646844427516098 48.0
-2.071353271755747 0.27582744977271956 -0.2376109285882956 48.0
-2.0094480468362375 0.2749811466411966 -0.23837318663012352 48.0
-1.9437051129237721 0.2743255485795466 -0.2389717910549127 48.0
-1.8402223272127516 0.27330901542012653 -0.23884957403157436 48.0
-1.774483960602104 0.27122306719690964 -0.23686572499802197 48.0
-1.6940255856036974 0.2704956612639424 -0.22976017517220532 48.0
-4.95758201185675 0.47193072686742854 0.10628643626788128 48.0
-4.962613347417623 0.4725572656067923 0.10674213412881275 48.0
-4.967703655260527 0.472922007646618 0.10786761017636115 48.0
-4.972813538163264 0.473133314186981 0.1089129399324658 48.0
-4.977777895492294 0.47310885779234974 0.10974807804212554 48.0
-4.982966660701219 0.47331886734011897 0.11080507508230397 48.0
-4.988006885340743 0.4732982492204911 0.11149018391939709 48.0
-4.993277307798316 0.4734699037516056 0.1125264193148984 48.0
-4.998525903308267 0.47353112974121775 0.11350238984588433 48.0
-4.08754942755497 0.4058935143599582 -0.061929370550431344 48.0
-4.084536845785567 0.40676078750729566 -0.06061994294768171 48.0
-4.081277860983406 0.40747029047231054 -0.05975425507496274 48.0
-4.078110727743165 0.407997655744379 -0.05860501801787527 48.0
-4.082841224178303 0.40858629761971543 -0.056937656382078275 48.0
-4.079438424513251 0.4089143133413196 -0.0559036080873556 48.0
-4.076175927596541 0.4093343379978582 -0.054322566022811124 48.0
-4.072224279337631 0.409618446107897 -0.05329705450803282 48.0
